Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
ACCT,4040,002,Individual Taxation,0.32,0.39,0.24,0.03,0.0,0.0,0.0,0.03,John Hine,,ACCT-4040,2014
ACCT,4080,001,Retire & Estate Plan,0.29,0.38,0.33,0.0,0.0,0.0,0.0,0.0,John Hine,,ACCT-4080,2014
ACCT,4100,001,Budget and Exec Cont,0.46,0.41,0.07,0.05,0.0,0.0,0.0,0.0,Frances Kennedy,,ACCT-4100,2014
ACCT,4100,002,Budget and Exec Cont,0.64,0.25,0.11,0.0,0.0,0.0,0.0,0.0,Frances Kennedy,,ACCT-4100,2014
ACCT,4150,001,Auditing,0.09,0.31,0.41,0.09,0.06,0.0,0.0,0.03,Suzanne Pearse,,ACCT-4150,2014
ACCT,4150,002,Auditing,0.15,0.15,0.35,0.25,0.1,0.0,0.0,0.0,Carl Hollingsworth,,ACCT-4150,2014
ACCT,8520,001,ACCT 8520: 001,0.36,0.61,0.03,0.0,0.0,0.0,0.0,0.0,Ralph Welton,,ACCT-8520,2014
ACCT,8520,002,ACCT 8520: 002,0.28,0.53,0.17,0.0,0.03,0.0,0.0,0.0,Ralph Welton,,ACCT-8520,2014
ACCT,8550,001,ACCT 8550: 001,0.66,0.29,0.03,0.0,0.03,0.0,0.0,0.0,James Barnes,,ACCT-8550,2014
ACCT,8550,002,ACCT 8550: 002,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,James Barnes,,ACCT-8550,2014
ACCT,8710,001,ACCT 8710: 001,0.23,0.71,0.03,0.0,0.03,0.0,0.0,0.0,Derek Dalton,,ACCT-8710,2014
ACCT,8710,002,ACCT 8710: 002,0.31,0.66,0.03,0.0,0.0,0.0,0.0,0.0,Derek Dalton,,ACCT-8710,2014
AGED,3550,001,Team and Organiz Leadership,0.56,0.38,0.06,0.0,0.0,0.0,0.0,0.0,Thomas Dobbins,,AGED-3550,2014
AGED,4150,001,AGED 4150: 001,0.67,0.25,0.08,0.0,0.0,0.0,0.0,0.0,Kevin Layfield,,AGED-4150,2014
AGM,2050,001,AGM 2050: 001,0.15,0.42,0.32,0.04,0.0,0.0,0.0,0.08,Hunter Massey,,AGM-2050,2014
AGM,2060,001,AGM 2060: 001,0.23,0.55,0.18,0.05,0.0,0.0,0.0,0.0,Hunter Massey,,AGM-2060,2014
AGM,2210,001,AGM 2210: 001,0.29,0.46,0.2,0.0,0.06,0.0,0.0,0.0,Charles Privette,,AGM-2210,2014
AGM,3030,001,AGM 3030: 001,0.21,0.4,0.33,0.02,0.02,0.0,0.0,0.0,Young Han,,AGM-3030,2014
AGM,4020,001,AGM 4020: 001,0.06,0.66,0.26,0.0,0.03,0.0,0.0,0.0,Charles Privette,,AGM-4020,2014
AGM,4100,001,AGM 4100: 001,0.38,0.47,0.13,0.03,0.0,0.0,0.0,0.0,Hunter Massey,,AGM-4100,2014
AGM,4520,001,AGM 4520: 001,0.21,0.56,0.24,0.0,0.0,0.0,0.0,0.0,Kendall Kirk,,AGM-4520,2014
AGM,4720,001,AGM 4720: 001,0.65,0.24,0.12,0.0,0.0,0.0,0.0,0.0,John Chastain,,AGM-4720,2014
AL,3490,400,AL 3490: 400,0.56,0.26,0.19,0.0,0.0,0.0,0.0,0.0,Deborah Cadorette,,AL-3490,2014
AL,3490,401,AL 3490: 401,0.61,0.32,0.07,0.0,0.0,0.0,0.0,0.0,Deborah Cadorette,,AL-3490,2014
AL,3490,402,AL 3490: 402,0.73,0.19,0.08,0.0,0.0,0.0,0.0,0.0,Deborah Cadorette,,AL-3490,2014
AL,3490,403,AL 3490: 403,0.68,0.25,0.0,0.0,0.07,0.0,0.0,0.0,Clyde Connor,,AL-3490,2014
AL,3490,404,AL 3490: 404,0.54,0.27,0.08,0.04,0.04,0.0,0.0,0.04,Clyde Connor,,AL-3490,2014
AL,3490,405,AL 3490: 405,0.8,0.12,0.0,0.04,0.04,0.0,0.0,0.0,Edmond Fry,,AL-3490,2014
AL,3500,400,AL 3500: 400,0.19,0.31,0.23,0.12,0.08,0.0,0.0,0.08,Michael Godfrey,,AL-3500,2014
AL,3500,401,AL 3500: 401,0.14,0.55,0.05,0.09,0.09,0.0,0.0,0.09,Michael Godfrey,,AL-3500,2014
AL,3520,400,AL 3520: 400,0.22,0.22,0.35,0.04,0.0,0.0,0.0,0.17,Michael Godfrey,,AL-3520,2014
AL,3530,400,AL 3530: 400,0.12,0.23,0.27,0.27,0.08,0.0,0.0,0.04,Isaac Colbert,,AL-3530,2014
AL,3530,401,AL 3530: 401,0.13,0.17,0.39,0.22,0.04,0.0,0.0,0.04,Isaac Colbert,,AL-3530,2014
AL,3600,400,AL 3600: 400,0.46,0.43,0.07,0.0,0.0,0.0,0.0,0.04,Clyde Connor,,AL-3600,2014
AL,3610,400,AL 3610: 400,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Henry Oates,,AL-3610,2014
AL,3610,401,AL 3610: 401,0.84,0.12,0.04,0.0,0.0,0.0,0.0,0.0,Henry Oates,,AL-3610,2014
AL,3610,402,AL 3610: 402,0.88,0.04,0.04,0.04,0.0,0.0,0.0,0.0,Henry Oates,,AL-3610,2014
AL,3620,400,AL 3620: 400,0.08,0.44,0.2,0.16,0.04,0.0,0.0,0.08,Natalie Carter,,AL-3620,2014
AL,3620,401,AL 3620: 401,0.23,0.23,0.37,0.09,0.03,0.0,0.0,0.06,Natalie Carter,,AL-3620,2014
AL,3710,400,AL 3710: 400,0.6,0.25,0.05,0.0,0.05,0.0,0.0,0.05,Justin Hickey,,AL-3710,2014
AL,3720,400,AL 3720: 400,0.61,0.13,0.04,0.04,0.13,0.0,0.0,0.04,Edmond Fry,,AL-3720,2014
AL,3740,400,AL 3740: 400,0.46,0.21,0.29,0.0,0.0,0.0,0.0,0.04,Deborah Cadorette,,AL-3740,2014
AL,3750,400,AL 3750: 400,0.74,0.11,0.05,0.0,0.05,0.0,0.0,0.05,Deborah Cadorette,,AL-3750,2014
AL,3760,400,AL 3760: 400,0.38,0.14,0.19,0.1,0.19,0.0,0.0,0.0,Edmond Fry,,AL-3760,2014
AL,3760,401,AL 3760: 401,0.63,0.11,0.05,0.11,0.05,0.0,0.0,0.05,Edmond Fry,,AL-3760,2014
ANTH,2010,001,Intro Anthropology,0.06,0.21,0.41,0.11,0.12,0.0,0.0,0.09,John Coggeshall,,ANTH-2010,2014
ANTH,2010,002,Intro Anthropology,0.24,0.32,0.24,0.11,0.05,0.0,0.0,0.05,Melissa Vogel,,ANTH-2010,2014
ANTH,2010,003,Intro Anthropology,0.36,0.32,0.19,0.07,0.03,0.0,0.0,0.03,Lisa Rapaport,,ANTH-2010,2014
ANTH,3200,001,North American Indian Cultures,0.18,0.35,0.24,0.0,0.0,0.0,0.0,0.24,John Coggeshall,,ANTH-3200,2014
ANTH,3310,001,Archaeology,0.29,0.5,0.04,0.04,0.04,0.0,0.0,0.08,Melissa Vogel,,ANTH-3310,2014
ANTH,3510,001,Biological Anthropology,0.62,0.31,0.0,0.08,0.0,0.0,0.0,0.0,Katherine Weisensee,,ANTH-3510,2014
ANTH,4510,001,Biol Variation in Human Pop,0.33,0.33,0.25,0.0,0.0,0.0,0.0,0.08,Katherine Weisensee,,ANTH-4510,2014
APEC,2020,001,Agric Economics,0.38,0.28,0.23,0.0,0.07,0.0,0.0,0.05,Webb Smathers,,APEC-2020,2014
APEC,2050,001,Agric and Society,0.6,0.38,0.0,0.0,0.0,0.0,0.0,0.02,David Hughes,,APEC-2050,2014
APEC,3080,001,APEC 3080: 001,0.33,0.11,0.3,0.19,0.04,0.0,0.0,0.04,Michael Vassalos,,APEC-3080,2014
APEC,3570,001,Nat Resource Econ,0.1,0.36,0.51,0.0,0.0,0.0,0.0,0.03,Molly Espey,,APEC-3570,2014
APEC,4120,001,Reg Economic Devel,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,David Hughes,,APEC-4120,2014
APEC,4520,001,Agric Policy,0.25,0.55,0.2,0.0,0.0,0.0,0.0,0.0,Michael Vassalos,,APEC-4520,2014
APEC,4750,001,Wildlife Economics,0.57,0.1,0.33,0.0,0.0,0.0,0.0,0.0,Webb Smathers,,APEC-4750,2014
ARAB,1010,001,ARAB 1010: 001,0.64,0.14,0.0,0.07,0.0,0.0,0.0,0.14,Sulafa Abou-Samra,,ARAB-1010,2014
ARAB,1020,001,ARAB 1020: 001,0.55,0.09,0.09,0.09,0.0,0.0,0.0,0.18,Sulafa Abou-Samra,,ARAB-1020,2014
ARCH,1510,003,ARCH 1510: 003,0.38,0.33,0.17,0.04,0.0,0.0,0.0,0.08,Sal Hambright-Belue,,ARCH-1510,2014
ARCH,1510,004,ARCH 1510: 004,0.23,0.64,0.09,0.0,0.0,0.0,0.0,0.05,Sal Hambright-Belue,,ARCH-1510,2014
ARCH,2520,001,ARCH 2520: 001,0.18,0.71,0.12,0.0,0.0,0.0,0.0,0.0,Robert Bruhns,,ARCH-2520,2014
ARCH,2520,003,ARCH 2520: 003,0.33,0.33,0.17,0.0,0.08,0.0,0.0,0.08,Criss Mills,,ARCH-2520,2014
ARCH,2520,004,ARCH 2520: 004,0.17,0.75,0.08,0.0,0.0,0.0,0.0,0.0,Clarissa Mendez,,ARCH-2520,2014
ARCH,2700,001,ARCH 2700: 001,0.71,0.19,0.05,0.0,0.0,0.0,0.0,0.05,Robert Hogan,,ARCH-2700,2014
ARCH,2700,002,ARCH 2700: 002,0.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,Robert Hogan,,ARCH-2700,2014
ARCH,2710,001,ARCH 2710: 001,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,Michael Kleiss,,ARCH-2710,2014
ARCH,4050,001,ARCH 4050: 001,0.36,0.5,0.07,0.0,0.07,0.0,0.0,0.0,Robert Bruhns,,ARCH-4050,2014
ARCH,4520,002,ARCH 4520: 002,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,Lynn Craig,,ARCH-4520,2014
ARCH,4520,003,ARCH 4520: 003,0.57,0.36,0.0,0.07,0.0,0.0,0.0,0.0,Julie Wilkerson,,ARCH-4520,2014
ARCH,4990,001,Freehand Drawing,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,Lynn Craig,,ARCH-4990,2014
ARCH,6050,001,ARCH 6050: 001,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Robert Bruhns,,ARCH-6050,2014
ARCH,8110,001,ARCH 8110: 001,0.53,0.42,0.0,0.0,0.0,0.0,0.0,0.05,Douglas Hecker,,ARCH-8110,2014
ARCH,8120,001,ARCH 8120: 001,0.21,0.64,0.14,0.0,0.0,0.0,0.0,0.0,David Lee,,ARCH-8120,2014
ARCH,8200,001,Bldg Design & Constr,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Bausman,,ARCH-8200,2014
ARCH,8420,001,ARCH 8420: 001,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,Ar Montilla Navarro,,ARCH-8420,2014
ARCH,8420,002,ARCH 8420: 002,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Junichi Satoh,,ARCH-8420,2014
ARCH,8520,002,ARCH 8520: 002,0.63,0.38,0.0,0.0,0.0,0.0,0.0,0.0,Keith Green,,ARCH-8520,2014
ARCH,8520,005,ARCH 8520: 005,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Nicholas Ault,,ARCH-8520,2014
ARCH,8610,001,ARCH 8610: 001,0.57,0.35,0.04,0.0,0.0,0.0,0.0,0.04,Ufuk Ersoy,,ARCH-8610,2014
ARCH,8710,001,ARCH 8710: 001,0.54,0.42,0.0,0.0,0.0,0.0,0.0,0.04,Dustin Albright,,ARCH-8710,2014
ARCH,8730,001,ARCH 8730: 001,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,Vincent Blouin,,ARCH-8730,2014
ARCH,8820,001,ARCH 8820: 001,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,Robert Silance,,ARCH-8820,2014
ARCH,8900,001,Directed Studies,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Dina Battisto,,ARCH-8900,2014
ARCH,8920,001,ARCH 8920: 001,0.57,0.29,0.14,0.0,0.0,0.0,0.0,0.0,David Allison,,ARCH-8920,2014
ARCH,8920,002,ARCH 8920: 002,0.24,0.7,0.06,0.0,0.0,0.0,0.0,0.0,Ulrike Heine,,ARCH-8920,2014
ARCH,8960,001,A+H Studio: Tectonic,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,David Allison,,ARCH-8960,2014
ART,1030,001,ART 1030: 001,0.33,0.6,0.07,0.0,0.0,0.0,0.0,0.0,Lynette House,,ART-1030,2014
ART,1060,001,ART 1060: 001,0.68,0.18,0.05,0.0,0.09,0.0,0.0,0.0,Carly Drew,,ART-1060,2014
ART,1510,001,ART 1510: 001,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Adrienne Lichliter,,ART-1510,2014
ART,2050,001,ART 2050: 001,0.65,0.25,0.1,0.0,0.0,0.0,0.0,0.0,Joel Murray,,ART-2050,2014
ART,2070,001,ART 2070: 001,0.77,0.15,0.0,0.0,0.0,0.0,0.0,0.08,Todd McDonald,,ART-2070,2014
ART,2170,001,ART 2170: 001,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Nina Kawar,,ART-2170,2014
AS,1100,001,AS 1100: 001,0.81,0.19,0.0,0.0,0.0,0.0,0.0,0.0,Stacey Wiggins,,AS-1100,2014
AS,4100,001,Nat Sec Policy II,0.83,0.08,0.0,0.0,0.0,0.0,0.0,0.08,Steven Jordan,,AS-4100,2014
ASL,1010,001,ASL 1010: 001,0.75,0.08,0.17,0.0,0.0,0.0,0.0,0.0,Joseph May,,ASL-1010,2014
ASL,1010,002,ASL 1010: 002,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Joseph May,,ASL-1010,2014
ASL,1020,001,ASL 1020: 001,0.79,0.21,0.0,0.0,0.0,0.0,0.0,0.0,Kim Misener Dunn,,ASL-1020,2014
ASL,1020,002,ASL 1020: 002,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Kim Misener Dunn,,ASL-1020,2014
ASL,2010,001,ASL 2010: 001,0.13,0.6,0.07,0.07,0.13,0.0,0.0,0.0,William Brant,,ASL-2010,2014
ASL,2010,002,ASL 2010: 002,0.53,0.12,0.35,0.0,0.0,0.0,0.0,0.0,William Brant,,ASL-2010,2014
ASL,2020,001,ASL 2020: 001,0.69,0.13,0.13,0.0,0.06,0.0,0.0,0.0,Kim Misener Dunn,,ASL-2020,2014
ASL,2020,002,ASL 2020: 002,0.84,0.16,0.0,0.0,0.0,0.0,0.0,0.0,Kim Misener Dunn,,ASL-2020,2014
ASL,3050,001,Deaf Studies,0.47,0.37,0.16,0.0,0.0,0.0,0.0,0.0,William Brant,,ASL-3050,2014
ASL,4010,001,ASL 4010: 001,0.36,0.55,0.0,0.0,0.0,0.0,0.0,0.09,Stephen Fitzmaurice,,ASL-4010,2014
ASTR,1010,001,Solar System Astr,0.3,0.26,0.16,0.07,0.05,0.0,0.0,0.16,Dina Drozdov,,ASTR-1010,2014
ASTR,1020,001,Stellar Astronomy ONLINE,0.31,0.53,0.13,0.0,0.0,0.0,0.0,0.04,Phillip Flower,,ASTR-1020,2014
ASTR,1020,002,Stellar Astronomy ONLINE,0.27,0.35,0.27,0.0,0.03,0.0,0.0,0.06,Phillip Flower,,ASTR-1020,2014
ASTR,1020,003,Stellar Astronomy ONLINE,0.38,0.42,0.11,0.0,0.02,0.0,0.0,0.07,Phillip Flower,,ASTR-1020,2014
ASTR,1030,001,Solar Systm Astr Lab,0.46,0.19,0.19,0.04,0.12,0.0,0.0,0.0,Mark Leising,,ASTR-1030,2014
ASTR,1040,001,Stellar Astr Lab,0.58,0.29,0.08,0.0,0.0,0.0,0.0,0.04,Mark Leising,,ASTR-1040,2014
ASTR,1040,003,Stellar Astr Lab,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.22,Mark Leising,,ASTR-1040,2014
ASTR,1040,005,Stellar Astr Lab,0.73,0.18,0.05,0.0,0.0,0.0,0.0,0.05,Mark Leising,,ASTR-1040,2014
ASTR,1040,006,Stellar Astr Lab,0.4,0.27,0.0,0.0,0.13,0.0,0.0,0.2,Mark Leising,,ASTR-1040,2014
AUD,2850,001,AUD 2850: 001,0.25,0.42,0.33,0.0,0.0,0.0,0.0,0.0,Hamilton Altstatt,,AUD-2850,2014
AUE,8160,001,AUE 8160: 001,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,Robert Prucka,,AUE-8160,2014
AUE,8160,002,AUE 8160: 002,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,Zoran Filipi,,AUE-8160,2014
AUE,8170,003,AUE 8170: 003,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Pierluigi Pisu,,AUE-8170,2014
AUE,8290,004,AUE 8290: 004,0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.0,Timothy Rhyne,,AUE-8290,2014
AUE,8500,006,AUE 8500: 006,0.43,0.46,0.04,0.0,0.0,0.0,0.0,0.07,Beshah Ayalew,,AUE-8500,2014
AUE,8550,016,AUE 8550: 016,0.2,0.67,0.13,0.0,0.0,0.0,0.0,0.0,Michael Mears,,AUE-8550,2014
AUE,8660,007,Adv Matl Auto Appl,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Srikanth Pilla,,AUE-8660,2014
AUE,8690,008,AUE 8690: 008,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,Michael Mears,,AUE-8690,2014
AUE,8770,009,AUE 8770: 009,0.57,0.32,0.07,0.0,0.04,0.0,0.0,0.0,Fadi Abu-Farha,,AUE-8770,2014
AUE,8820,010,AUE 8820: 010,0.46,0.54,0.0,0.0,0.0,0.0,0.0,0.0,Paul Venhovens,,AUE-8820,2014
AUE,8860,011,AUE 8860: 011,0.65,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Imtiaz Haque,,AUE-8860,2014
AUE,8900,400,AUE 8900: 400,0.88,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Paul Venhovens,,AUE-8900,2014
AUE,8930,015,Autovation I,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,David Bodde,,AUE-8930,2014
AVS,2000,001,AVS 2000: 001,0.83,0.14,0.02,0.0,0.0,0.0,0.0,0.0,Brian Bolt,,AVS-2000,2014
AVS,2050,001,AVS 2050: 001,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Anna Baxley,,AVS-2050,2014
AVS,2060,001,AVS 2060: 001,0.64,0.3,0.06,0.0,0.0,0.0,0.0,0.0,Richelle Miller,,AVS-2060,2014
AVS,2090,001,AVS 2090: 001,0.94,0.01,0.0,0.0,0.01,0.0,0.0,0.03,Brian Bolt,,AVS-2090,2014
AVS,2110,001,AVS 2110: 001,0.67,0.27,0.07,0.0,0.0,0.0,0.0,0.0,Michelle Hall,,AVS-2110,2014
AVS,3150,001,Animal Welfare,0.22,0.43,0.17,0.13,0.0,0.0,0.0,0.04,Peter Skewes,,AVS-3150,2014
AVS,3750,001,Appl Animal Nutr,0.1,0.37,0.29,0.15,0.01,0.0,0.0,0.09,Nathan Long,,AVS-3750,2014
AVS,4060,001,AVS 4060: 001,0.88,0.09,0.0,0.0,0.0,0.0,0.0,0.03,Glenn Birrenkott,,AVS-4060,2014
AVS,4100,001,AVS 4100: 001,0.15,0.41,0.32,0.09,0.02,0.0,0.0,0.01,Peter Skewes,,AVS-4100,2014
AVS,4120,001,Adv Equine Mgmt,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Kristine Vernon,,AVS-4120,2014
AVS,4130,001,AVS 4130: 001,0.35,0.45,0.13,0.01,0.0,0.0,0.0,0.05,Michelle Hall,,AVS-4130,2014
AVS,4170,001,AVS 4170: 001,0.38,0.5,0.0,0.04,0.04,0.0,0.0,0.04,Kristine Vernon,,AVS-4170,2014
AVS,4530,001,Animal Reproduction,0.31,0.52,0.11,0.03,0.01,0.0,0.0,0.01,Glenn Birrenkott,,AVS-4530,2014
AVS,4530,400,Animal Reproduction,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,Glenn Birrenkott,,AVS-4530,2014
AVS,6110,001,AVS 6110: 001,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,Susan Duckett,,AVS-6110,2014
AVS,8090,001,AVS 8090: 001,0.63,0.13,0.0,0.0,0.0,0.0,0.0,0.25,Susan Duckett,,AVS-8090,2014
BCHM,3010,001,Molecular Biochem,0.08,0.33,0.26,0.25,0.03,0.0,0.0,0.05,Meredith Morris,,BCHM-3010,2014
BCHM,3010,002,Molecular Biochem(HON),0.56,0.24,0.12,0.0,0.0,0.0,0.0,0.08,Meredith Morris,True,BCHM-3010,2014
BCHM,3020,001,BCHM 3020: 001,0.55,0.27,0.09,0.0,0.0,0.0,0.0,0.09,Meredith Morris,,BCHM-3020,2014
