ACCT,3220,004,Accounting Information Sy,11%,29%,25%,11%,4%,0%,0%,21%,0%,0%,0%,0%,Maiberger Philip A
ACCT,4040,001,Individual Taxation,61%,32%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Martin Sarah L
ACCT,4040,002,Individual Taxation,46%,29%,23%,0%,3%,0%,0%,0%,0%,0%,0%,0%,Martin Sarah L
ACCT,4040,003,Individual Taxation,47%,41%,9%,0%,3%,0%,0%,0%,0%,0%,0%,0%,Birtwistle Lisa
"",,,,,,,,,,,,,,,,Wheatley
ACCT,4040,004,Individual Taxation,49%,29%,17%,3%,3%,0%,0%,0%,0%,0%,0%,0%,Martin Sarah L
ACCT,4080,001,Retire & Estate Plan,28%,50%,16%,3%,0%,0%,0%,3%,0%,0%,0%,0%,Hine John M
ACCT,4100,002,Reporting and Mgmt Contr,24%,39%,33%,3%,0%,0%,0%,0%,0%,0%,0%,0%,McPhee Gregory
"",,,,,,,,,,,,,,,,Patrick
ACCT,4100,003,Reporting and Mgmt Contr,33%,45%,18%,3%,0%,0%,0%,0%,0%,0%,0%,0%,McPhee Gregory
"",,,,,,,,,,,,,,,,Patrick
ACCT,4150,001,Auditing,28%,38%,19%,13%,3%,0%,0%,0%,0%,0%,0%,0%,Harp Nancy Lee
ACCT,4150,002,Auditing,38%,46%,13%,4%,0%,0%,0%,0%,0%,0%,0%,0%,Harp Nancy Lee
ACCT,8510,001,Tax Research,41%,53%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Dickens Thomas L
ACCT,8530,001,Adv Acct Problems,74%,15%,4%,0%,0%,0%,0%,7%,0%,0%,0%,0%,Pearse Suzanne
ACCT,8530,002,Adv Acct Problems,74%,23%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Pearse Suzanne
ACCT,8530,003,Adv Acct Problems,45%,45%,3%,0%,3%,0%,0%,3%,0%,0%,0%,0%,Welton Ralph Edward
ACCT,8570,001,CPA Exam Review-B,0%,0%,0%,0%,0%,96%,3%,1%,0%,0%,0%,0%,Barnes James D
ACCT,8630,001,Forensics Analysis,48%,45%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Goodson Brian
"",,,,,,,,,,,,,,,,Matthew
ACCT,8630,002,Forensics Analysis,35%,62%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Goodson Brian
"",,,,,,,,,,,,,,,,Matthew
ACCT,8650,001,Tax & Bus Decisions,55%,39%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Jahn Judson R
ACCT,8650,002,Tax & Bus Decisions,41%,56%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Jahn Judson R
ACCT,8680,001,Advanced Accounting Anal,47%,47%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Cussatt Marc A
ACCT,8680,002,Advanced Accounting Anal,59%,34%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Cussatt Marc A
ACCT,8680,003,Advanced Accounting Anal,39%,55%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Cussatt Marc A
ACCT,8720,001,Tax of Flowthroughs,25%,44%,28%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Dickens Thomas L
AGED,1020,001,Freshman Seminar,58%,33%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,DiBenedetto
"",,,,,,,,,,,,,,,,Catherine A
AGED,2000,001,Agr Appl of Ed Tech,62%,0%,8%,0%,0%,0%,0%,15%,"###",0%,0%,0%,Layfield Kevin D
AGED,2010,001,Intro to Agric Educ,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Fravel Philip M
AGED,2040,001,App Ag Calculations,29%,57%,0%,7%,7%,0%,0%,0%,0%,0%,0%,0%,Fravel Philip M
AGED,3030,001,Ag Ed Mech Tech,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Eck Christopher J
AGED,8100,003,Clin Ag Ed Research,0%,0%,0%,0%,0%,"####",0%,0%,0%,0%,0%,0%,Layfield Kevin D
AGM,1010,001,Intro Ag Mech & Bus,47%,34%,11%,3%,3%,0%,0%,3%,0%,0%,0%,0%,Massey Hunter F
AGM,2050,001,Prin of Fabrication,22%,51%,22%,4%,0%,0%,0%,2%,0%,0%,0%,0%,Massey Hunter F
AGM,2210,001,Land Measurements,45%,31%,9%,4%,7%,0%,0%,4%,0%,0%,0%,0%,Teddy Brennan
"",,,,,,,,,,,,,,,,Edward
AGM,3010,001,Soil Water Conserv,45%,29%,22%,0%,2%,0%,0%,2%,0%,0%,0%,0%,Sawyer Calvin B
AGM,4000,001,Seminar in Ag Mech & Busi,13%,29%,32%,24%,3%,0%,0%,0%,0%,0%,0%,0%,Chastain John P
AGM,4020,001,Irrigation System Design,24%,24%,24%,10%,19%,0%,0%,0%,0%,0%,0%,0%,Privette Charles V
AGM,4050,001,Env Cont in Anim Str,5%,27%,35%,22%,11%,0%,0%,0%,0%,0%,0%,0%,Chastain John P
AGM,4060,001,Mech & Hydraulic Sys,39%,48%,11%,0%,2%,0%,0%,0%,0%,0%,0%,0%,Koc Ali Bulent
AGM,4600,001,Electrical Systems,69%,29%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Privette Charles V
AGM,4730,004,Ag Safety,61%,22%,11%,6%,0%,0%,0%,0%,0%,0%,0%,0%,Massey Hunter F
AGRB,2020,001,Agricultural Economics,70%,17%,3%,3%,5%,0%,0%,1%,0%,0%,0%,0%,Ureta Julie Carl Pingol
AGRB,2050,001,Agriculture and Society,16%,16%,22%,31%,11%,0%,0%,4%,0%,0%,0%,0%,Vassalos Michael
AGRB,3020,001,Economics of Farm Manag,16%,13%,15%,28%,8%,0%,0%,20%,0%,0%,0%,0%,Vassalos Michael
AGRB,3080,002,Quant Agribusiness Analysi,12%,21%,14%,33%,10%,0%,0%,10%,0%,0%,0%,0%,Zhang Lisha
AGRB,3570,001,Natural Resources Econom,20%,11%,23%,18%,11%,0%,0%,16%,0%,0%,0%,0%,Willis David Brian
AGRB,4120,001,Reg Econ Devel Theory & P,30%,22%,11%,16%,8%,0%,0%,8%,5%,0%,0%,0%,De Figueiredo Silva
"",,,,,,,,,,,,,,,,Felipe
AGRB,4520,001,Agricultural Policy,14%,21%,19%,28%,14%,0%,0%,5%,0%,0%,0%,0%,Vassalos Michael
AGRB,4600,002,Agricultural Finance,18%,33%,23%,18%,3%,0%,0%,3%,5%,0%,0%,0%,Zhang Lisha
AGRB,4910,001,"Int, Agrib & Comm & Rural",89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Vassalos Michael
AL,3490,400,Principles of Coaching,64%,24%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Cadorette Deborah
"",,,,,,,,,,,,,,,,Jo
AL,3490,401,Principles of Coaching,48%,32%,8%,0%,8%,0%,0%,4%,0%,0%,0%,0%,Cadorette Deborah
"",,,,,,,,,,,,,,,,Jo
AL,3490,402,Principles of Coaching,52%,32%,12%,0%,4%,0%,0%,0%,0%,0%,0%,0%,Cadorette Deborah
"",,,,,,,,,,,,,,,,Jo
AL,3490,403,Principles of Coaching,65%,17%,13%,4%,0%,0%,0%,0%,0%,0%,0%,0%,Cadorette Deborah
"",,,,,,,,,,,,,,,,Jo
AL,3490,405,Principles of Coaching,73%,20%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,Mezzanotte Frank P
AL,3490,406,Principles of Coaching,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Mezzanotte Frank P
AL,3490,408,Principles of Coaching,48%,26%,17%,4%,0%,0%,0%,0%,4%,0%,0%,0%,Plumblee John T
AL,3490,409,Principles of Coaching,88%,4%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Fry Edmond H
AL,3490,410,Principles of Coaching,59%,18%,14%,5%,0%,0%,0%,5%,0%,0%,0%,0%,Neuder Joel P
AL,3490,411,Principles of Coaching,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Whitrow Nicholas
"",,,,,,,,,,,,,,,,Philip Edward
AL,3500,400,Sci Basis I/Ex Phy,27%,38%,23%,4%,0%,0%,0%,8%,0%,0%,0%,0%,Godfrey Michael G
AL,3500,401,Sci Basis I/Ex Phy,44%,32%,20%,4%,0%,0%,0%,0%,0%,0%,0%,0%,Colbert Isaac Sean
AL,3530,400,Athletic Injuries,63%,26%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Colbert Isaac Sean
AL,3530,401,Athletic Injuries,80%,12%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,Colbert Isaac Sean
AL,3600,400,Hgh Sch Athl Ethical/Legal,37%,53%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Connor Clyde Keith
AL,3610,400,Admin/Org of Athletic Pro,76%,20%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Oates Henry C.
AL,3610,401,Admin/Org of Athletic Pro,76%,20%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Oates Henry C.
AL,3610,402,Admin/Org of Athletic Pro,35%,35%,20%,0%,10%,0%,0%,0%,0%,0%,0%,0%,Plumblee John T
AL,3620,400,Psychology of Coaching,33%,42%,17%,4%,4%,0%,0%,0%,0%,0%,0%,0%,Carter Natalie Anne
AL,3620,401,Psychology of Coaching,28%,36%,24%,12%,0%,0%,0%,0%,0%,0%,0%,0%,Carter Natalie Anne
AL,3620,402,Psychology of Coaching,32%,24%,32%,8%,4%,0%,0%,0%,0%,0%,0%,0%,Carter Natalie Anne
AL,3740,400,Coaching Football,52%,16%,16%,4%,4%,0%,0%,8%,0%,0%,0%,0%,Fry Edmond H
AL,3740,401,Coaching Football,45%,18%,18%,9%,5%,0%,0%,5%,0%,0%,0%,0%,Fry Edmond H
AL,3760,400,Coaching Strength/Conditi,67%,13%,8%,0%,8%,0%,0%,4%,0%,0%,0%,0%,Fry Edmond H
AL,3760,401,Coaching Strength/Conditi,68%,20%,4%,0%,4%,0%,0%,4%,0%,0%,0%,0%,Fry Edmond H
AL,4000,400,Athletic Leadership Interns,0%,0%,0%,0%,0%,"####",0%,0%,0%,0%,0%,0%,Cadorette Deborah
"",,,,,,,,,,,,,,,,Jo
AL,4380,402,HS Athletic Recruiting,61%,13%,17%,4%,4%,0%,0%,0%,0%,0%,0%,0%,Hickey Justin M
AL,4380,404,Emerging Issues and Trend,88%,0%,0%,0%,0%,0%,0%,0%,"###",0%,0%,0%,Soles Misty B
AL,4380,408,Officiating in AL,75%,20%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,Connor Clyde Keith
AL,4380,409,Coaching Baseball/Softball,71%,6%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Hickey Justin M
AL,8440,401,Surv of Res Mthds in Athle,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Godfrey Michael G
AL,8440,402,Surv of Res Mthds in Athle,75%,8%,8%,0%,8%,0%,0%,0%,0%,0%,0%,0%,Godfrey Michael G
AL,8490,401,Athletic Leadership Dev,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Magette Janna
"",,,,,,,,,,,,,,,,Theresa
AL,8490,402,Athletic Leadership Dev,60%,25%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,Magette Janna
"",,,,,,,,,,,,,,,,Theresa
AL,8500,400,Principles Strength and Co,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Godfrey Michael G
AL,8500,401,Principles Strength and Co,58%,37%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,Godfrey Michael G
AL,8630,400,Socio Dynam in Intercol At,55%,27%,0%,0%,9%,0%,0%,9%,0%,0%,0%,0%,Godfrey Michael G
ANTH,2010,001,Introduction to Anthropol,35%,34%,17%,8%,3%,0%,0%,4%,0%,0%,0%,0%,Wu Yi
ANTH,2010,002,Introduction to Anthropol,22%,48%,18%,5%,4%,0%,0%,4%,0%,0%,0%,0%,Wu Yi
ANTH,2010,003,Introduction to Anthropol,6%,16%,24%,4%,13%,0%,0%,37%,0%,0%,0%,0%,Coggeshall John M
ANTH,2010,004,Introduction to Anthropol,58%,30%,4%,0%,2%,0%,0%,4%,2%,0%,0%,0%,Markus David M
ANTH,2010,005,Introduction to Anthropol,67%,23%,4%,0%,4%,0%,0%,2%,0%,0%,0%,0%,Markus David M
ANTH,2010,006,Introduction to Anthropol,4%,34%,20%,11%,4%,0%,0%,27%,0%,0%,0%,0%,Coggeshall John M
ANTH,2010,007,Introduction to Anthropol,62%,35%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Markus David M
ANTH,3010,001,Cultural Anthropology,14%,32%,39%,7%,4%,0%,0%,4%,0%,0%,0%,0%,Coggeshall John M
ANTH,3200,001,North American Indian Cul,13%,27%,20%,13%,20%,0%,0%,7%,0%,0%,0%,0%,Coggeshall John M
ANTH,3320,001,World Archaeology,40%,44%,8%,0%,4%,0%,0%,4%,0%,0%,0%,0%,Markus David M
ANTH,3510,001,Biological Anthropology,66%,13%,13%,0%,6%,0%,0%,3%,0%,0%,0%,0%,Weisensee Katherine
"",,,,,,,,,,,,,,,,E
ANTH,4280,001,"Law, Culture and Society",57%,21%,0%,0%,14%,0%,0%,7%,0%,0%,0%,0%,Wu Yi
ARCH,1010,001,Introduction to Architectur,42%,35%,3%,2%,4%,0%,0%,7%,7%,0%,0%,0%,Hambright-Belue
"",,,,,,,,,,,,,,,,Sallie Rebecca
ARCH,2040,001,Hist of Modern Arch,56%,31%,11%,1%,0%,0%,0%,0%,0%,0%,0%,0%,Mihalache Andreea
"",,,,,,,,,,,,,,,,M
ARCH,2510,001,Arch Foundations I,86%,7%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Choma Joseph
ARCH,2510,002,Arch Foundations I,43%,36%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Pass Brandon George
ARCH,2510,003,Arch Foundations I,43%,43%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Melnyk Virginia Ellyn
ARCH,2510,004,Arch Foundations I,62%,23%,8%,0%,8%,0%,0%,0%,0%,0%,0%,0%,Jefferies Byron B
ARCH,2510,005,Arch Foundations I,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Roberts Kendall
"",,,,,,,,,,,,,,,,Maurice
ARCH,2510,006,Arch Foundations I,46%,31%,8%,8%,0%,0%,0%,8%,0%,0%,0%,0%,Sutherland Timothy
"",,,,,,,,,,,,,,,,Shan
ARCH,2700,001,Structures I,87%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Fulmer Grace N
ARCH,2710,001,Structures II,48%,33%,7%,0%,4%,0%,0%,0%,7%,0%,0%,0%,Trick Amy Christine
ARCH,3500,001,Intro to Urban Contexts,47%,47%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,Hecker Douglas A.
ARCH,3500,002,Intro to Urban Contexts,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Terim Berrin
ARCH,3500,003,Intro to Urban Contexts,33%,56%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Lee David M
ARCH,3500,004,Intro to Urban Contexts,69%,13%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Mendez Clarissa A
ARCH,3500,005,Intro to Urban Contexts,40%,40%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Wilkerson Julie Poe
ARCH,3510,001,Studio Clemson,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Albright Dustin
"",,,,,,,,,,,,,,,,Graham
ARCH,3540,001,Studio Barcelona,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Roldan Miguel
ARCH,4010,001,Architectural Portfolio,62%,24%,10%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Mendez Clarissa A
ARCH,4010,002,Architectural Portfolio,59%,29%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Melnyk Virginia Ellyn
ARCH,4010,003,Architectural Portfolio,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Schafer George J
ARCH,4010,004,Architectural Portfolio,57%,33%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,Pass Brandon George
ARCH,4120,002,History Research,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Roldan Miguel
ARCH,4140,002,Design Seminar,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Roldan Miguel
ARCH,6850,001,H/Th: Arch+Health,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Battisto Dina G.
ARCH,8100,001,Visualization I,83%,9%,4%,0%,0%,0%,0%,0%,4%,0%,0%,0%,Choma Joseph
ARCH,8210,001,Research Methods,83%,15%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,Battisto Dina G.
ARCH,8410,001,Arch Studio I,55%,36%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,Laurence Peter L
ARCH,8410,002,Arch Studio I,60%,30%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,Ersoy Ufuk
ARCH,8510,001,Design Studio III,33%,58%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Heine Ulrike Ann-
"",,,,,,,,,,,,,,,,Sophie
ARCH,8510,002,Design Studio III,17%,83%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Franco Santa Cruz
"",,,,,,,,,,,,,,,,David
ARCH,8510,003,Design Studio III,31%,54%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,Schafer George J
ARCH,8570,001,Design Studio V,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Albright Dustin
"",,,,,,,,,,,,,,,,Graham
ARCH,8570,004,Design Studio V,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Huff Raymond
"",,,,,,,,,,,,,,,,Thaddeus
ARCH,8600,001,History/Theory I,57%,38%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,Terim Berrin
ARCH,8700,001,Structures I,71%,12%,6%,0%,6%,0%,0%,0%,6%,0%,0%,0%,Albright Dustin
"",,,,,,,,,,,,,,,,Graham
ARCH,8790,002,Digtial Manufacturing Proc,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Hecker Douglas A.
ARCH,8810,001,Pro Practice Survey,76%,22%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,Edwards Byron Malet
ARCH,8950,001,A+H Studio: Projects,35%,59%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,Allison David J
ART,1050,001,Foundation Drawing I,60%,20%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,Johnson Lori Brook
ART,1510,001,Foundations Art I,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,De Cuba Rachel Lynn
ART,1510,002,Foundations Art I,60%,30%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,Stevens Brooks Harris
ART,2100,001,Art Appreciation,91%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,Massey Dustin L
ART,2100,002,Art Appreciation,86%,9%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,Waller Megan
ART,2100,004,Art Appreciation,82%,9%,0%,5%,0%,0%,0%,5%,0%,0%,0%,0%,Massey Dustin L
ART,2100,005,Art Appreciation,91%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,Van Drie Katherine
